/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_52_451.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_52_451.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_52_451.jpg, 0, 0, 0, 2.229016E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_52_559.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_52_559.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_52_559.jpg, 0, 0, 0, 2.449356E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_52_676.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_52_676.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_52_676.jpg, 0, 0, 0, 2.486946E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_52_776.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_52_776.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_52_776.jpg, 0, 0, 0, 2.296864E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_52_917.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_52_917.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_52_917.jpg, 0, 0, 0, 2.344425E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_058.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_058.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_058.jpg, 0, 0, 0, 2.276491E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_185.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_185.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_185.jpg, 0, 0, 0, 2.618946E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_313.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_313.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_313.jpg, 0, 0, 0, 2.270248E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_431.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_431.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_431.jpg, 0, 0, 0, 2.201195E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_533.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_533.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_533.jpg, 0, 0, 0, 2.211776E-05
/Users/juanluna/Desktop/driving-data/IMG/center_2019_06_09_12_06_53_653.jpg, /Users/juanluna/Desktop/driving-data/IMG/left_2019_06_09_12_06_53_653.jpg, /Users/juanluna/Desktop/driving-data/IMG/right_2019_06_09_12_06_53_653.jpg, 0, 0, 0, 2.204994E-05
